title,couplet number,couplet,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet CXXII,4,"That poor retention could not so much hold,/Nor need I tallies thy dear love to score;","('that', 'poor', 'retention', 'could', 'not', 'so', 'much', 'hold', ',', '/', 'nor', 'need', 'i', 'tallies', 'thy', 'dear', 'love', 'to', 'score', ';')","('that', 'poor', 'retention', 'could', 'not', 'so', 'much', 'hold', '', 'nor', 'need', 'i', 'tallies', 'thy', 'dear', 'love', 'to', 'score;')","(('that', 1), ('poor', 1), ('retention', 3), ('could', 1), ('not', 1), ('so', 1), ('much', 1), ('hold', 1), (',', 0), ('/', 0), ('nor', 1), ('need', 1), ('i', 1), ('tallies', 2), ('thy', 1), ('dear', 1), ('love', 1), ('to', 1), ('score', 1), (';', 0))","(('that', 1), ('poor', 1), ('retention', 3), ('could', 1), ('not', 1), ('so', 1), ('much', 1), ('hold', 1), ('', None), ('nor', 1), ('need', 1), ('i', 1), ('tallies', 2), ('thy', 1), ('dear', 1), ('love', 1), ('to', 1), ('score;', None))"
Sonnet CXXII,5,"Therefore to give them from me was I bold,/To trust those tables that receive thee more:","('therefore', 'to', 'give', 'them', 'from', 'me', 'was', 'i', 'bold', ',', '/', 'to', 'trust', 'those', 'tables', 'that', 'receive', 'thee', 'more', ':')","('therefore', 'to', 'give', 'them', 'from', 'me', 'was', 'i', 'bold', '', 'to', 'trust', 'those', 'tables', 'that', 'receive', 'thee', 'more', '')","(('therefore', 2), ('to', 1), ('give', 1), ('them', 1), ('from', 1), ('me', 1), ('was', 1), ('i', 1), ('bold', 1), (',', 0), ('/', 0), ('to', 1), ('trust', 1), ('those', 1), ('tables', 2), ('that', 1), ('receive', 2), ('thee', 1), ('more', 1), (':', None))","(('therefore', 2), ('to', 1), ('give', 1), ('them', 1), ('from', 1), ('me', 1), ('was', 1), ('i', 1), ('bold', 1), ('', None), ('to', 1), ('trust', 1), ('those', 1), ('tables', 2), ('that', 1), ('receive', 2), ('thee', 1), ('more', 1), ('', None))"
Sonnet CXXII,6,  To keep an adjunct to remember thee/  Were to import forgetfulness in me.,"('to', 'keep', 'an', 'adjunct', 'to', 'remember', 'thee', '/', 'were', 'to', 'import', 'forgetfulness', 'in', 'me', '.')","('', '', 'to', 'keep', 'an', 'adjunct', 'to', 'remember', 'thee', '', '', 'were', 'to', 'import', 'forgetfulness', 'in', 'me', '')","(('to', 1), ('keep', 1), ('an', 1), ('adjunct', 2), ('to', 1), ('remember', 3), ('thee', 1), ('/', 0), ('were', 1), ('to', 1), ('import', 2), ('forgetfulness', None), ('in', 1), ('me', 1), ('.', 0))","(('', None), ('', None), ('to', 1), ('keep', 1), ('an', 1), ('adjunct', 2), ('to', 1), ('remember', 3), ('thee', 1), ('', None), ('', None), ('were', 1), ('to', 1), ('import', 2), ('forgetfulness', None), ('in', 1), ('me', 1), ('', None))"
Sonnet CXXIII,0,"No, Time, thou shalt not boast that I do change:/Thy pyramids built up with newer might","('no', ',', 'time', ',', 'thou', 'shalt', 'not', 'boast', 'that', 'i', 'do', 'change', ':', '/', 'thy', 'pyramids', 'built', 'up', 'with', 'newer', 'might')","('no', '', 'time', '', 'thou', 'shalt', 'not', 'boast', 'that', 'i', 'do', 'change', '', 'thy', 'pyramids', 'built', 'up', 'with', 'newer', 'might')","(('no', 1), (',', 0), ('time', 1), (',', 0), ('thou', 1), ('shalt', 1), ('not', 1), ('boast', 1), ('that', 1), ('i', 1), ('do', 1), ('change', 1), (':', None), ('/', 0), ('thy', 1), ('pyramids', 3), ('built', 1), ('up', 1), ('with', 1), ('newer', 2), ('might', 1))","(('no', 1), ('', None), ('time', 1), ('', None), ('thou', 1), ('shalt', 1), ('not', 1), ('boast', 1), ('that', 1), ('i', 1), ('do', 1), ('change', 1), ('', None), ('thy', 1), ('pyramids', 3), ('built', 1), ('up', 1), ('with', 1), ('newer', 2), ('might', 1))"
Sonnet CXXIII,1,"To me are nothing novel, nothing strange;/They are but dressings of a former sight.","('to', 'me', 'are', 'nothing', 'novel', ',', 'nothing', 'strange', ';', '/', 'they', 'are', 'but', 'dressings', 'of', 'a', 'former', 'sight', '.')","('to', 'me', 'are', 'nothing', 'novel', '', 'nothing', 'strange;', 'they', 'are', 'but', 'dressings', 'of', 'a', 'former', 'sight', '')","(('to', 1), ('me', 1), ('are', 1), ('nothing', 2), ('novel', 2), (',', 0), ('nothing', 2), ('strange', 1), (';', 0), ('/', 0), ('they', 1), ('are', 1), ('but', 1), ('dressings', 2), ('of', 1), ('a', 1), ('former', 2), ('sight', 1), ('.', 0))","(('to', 1), ('me', 1), ('are', 1), ('nothing', 2), ('novel', 2), ('', None), ('nothing', 2), ('strange;', None), ('they', 1), ('are', 1), ('but', 1), ('dressings', 2), ('of', 1), ('a', 1), ('former', 2), ('sight', 1), ('', None))"
Sonnet CXXIII,2,"Our dates are brief, and therefore we admire/What thou dost foist upon us that is old,","('our', 'dates', 'are', 'brief', ',', 'and', 'therefore', 'we', 'admire', '/', 'what', 'thou', 'dost', 'foist', 'upon', 'us', 'that', 'is', 'old', ',')","('our', 'dates', 'are', 'brief', '', 'and', 'therefore', 'we', 'admire', 'what', 'thou', 'dost', 'foist', 'upon', 'us', 'that', 'is', 'old', '')","(('our', 2), ('dates', 1), ('are', 1), ('brief', 1), (',', 0), ('and', 1), ('therefore', 2), ('we', 1), ('admire', 2), ('/', 0), ('what', 1), ('thou', 1), ('dost', 1), ('foist', 1), ('upon', 2), ('us', 1), ('that', 1), ('is', 1), ('old', 1), (',', 0))","(('our', 2), ('dates', 1), ('are', 1), ('brief', 1), ('', None), ('and', 1), ('therefore', 2), ('we', 1), ('admire', 2), ('what', 1), ('thou', 1), ('dost', 1), ('foist', 1), ('upon', 2), ('us', 1), ('that', 1), ('is', 1), ('old', 1), ('', None))"
Sonnet CXXIII,3,And rather make them born to our desire/Than think that we before have heard them told.,"('and', 'rather', 'make', 'them', 'born', 'to', 'our', 'desire', '/', 'than', 'think', 'that', 'we', 'before', 'have', 'heard', 'them', 'told', '.')","('and', 'rather', 'make', 'them', 'born', 'to', 'our', 'desire', 'than', 'think', 'that', 'we', 'before', 'have', 'heard', 'them', 'told', '')","(('and', 1), ('rather', 2), ('make', 1), ('them', 1), ('born', 1), ('to', 1), ('our', 2), ('desire', 3), ('/', 0), ('than', 1), ('think', 1), ('that', 1), ('we', 1), ('before', 2), ('have', 1), ('heard', 1), ('them', 1), ('told', 1), ('.', 0))","(('and', 1), ('rather', 2), ('make', 1), ('them', 1), ('born', 1), ('to', 1), ('our', 2), ('desire', 3), ('than', 1), ('think', 1), ('that', 1), ('we', 1), ('before', 2), ('have', 1), ('heard', 1), ('them', 1), ('told', 1), ('', None))"
Sonnet CXXIII,4,"Thy registers and thee I both defy,/Not wondering at the present nor the past,","('thy', 'registers', 'and', 'thee', 'i', 'both', 'defy', ',', '/', 'not', 'wondering', 'at', 'the', 'present', 'nor', 'the', 'past', ',')","('thy', 'registers', 'and', 'thee', 'i', 'both', 'defy', '', 'not', 'wondering', 'at', 'the', 'present', 'nor', 'the', 'past', '')","(('thy', 1), ('registers', 3), ('and', 1), ('thee', 1), ('i', 1), ('both', 1), ('defy', 2), (',', 0), ('/', 0), ('not', 1), ('wondering', 3), ('at', 1), ('the', 1), ('present', 2), ('nor', 1), ('the', 1), ('past', 1), (',', 0))","(('thy', 1), ('registers', 3), ('and', 1), ('thee', 1), ('i', 1), ('both', 1), ('defy', 2), ('', None), ('not', 1), ('wondering', 3), ('at', 1), ('the', 1), ('present', 2), ('nor', 1), ('the', 1), ('past', 1), ('', None))"
Sonnet CXXIII,5,"For thy records and what we see doth lie,/Made more or less by thy continual haste.","('for', 'thy', 'records', 'and', 'what', 'we', 'see', 'doth', 'lie', ',', '/', 'made', 'more', 'or', 'less', 'by', 'thy', 'continual', 'haste', '.')","('for', 'thy', 'records', 'and', 'what', 'we', 'see', 'doth', 'lie', '', 'made', 'more', 'or', 'less', 'by', 'thy', 'continual', 'haste', '')","(('for', 1), ('thy', 1), ('records', 2), ('and', 1), ('what', 1), ('we', 1), ('see', 1), ('doth', 1), ('lie', 1), (',', 0), ('/', 0), ('made', 1), ('more', 1), ('or', 1), ('less', 1), ('by', 1), ('thy', 1), ('continual', 4), ('haste', 1), ('.', 0))","(('for', 1), ('thy', 1), ('records', 2), ('and', 1), ('what', 1), ('we', 1), ('see', 1), ('doth', 1), ('lie', 1), ('', None), ('made', 1), ('more', 1), ('or', 1), ('less', 1), ('by', 1), ('thy', 1), ('continual', 4), ('haste', 1), ('', None))"
Sonnet CXXIII,6,"  This I do vow and this shall ever be;/  I will be true, despite thy scythe and thee.","('this', 'i', 'do', 'vow', 'and', 'this', 'shall', 'ever', 'be', ';', '/', 'i', 'will', 'be', 'true', ',', 'despite', 'thy', 'scythe', 'and', 'thee', '.')","('', '', 'this', 'i', 'do', 'vow', 'and', 'this', 'shall', 'ever', 'be;', '', '', 'i', 'will', 'be', 'true', '', 'despite', 'thy', 'scythe', 'and', 'thee', '')","(('this', 1), ('i', 1), ('do', 1), ('vow', 1), ('and', 1), ('this', 1), ('shall', 1), ('ever', 2), ('be', 1), (';', 0), ('/', 0), ('i', 1), ('will', 1), ('be', 1), ('true', 1), (',', 0), ('despite', 2), ('thy', 1), ('scythe', 1), ('and', 1), ('thee', 1), ('.', 0))","(('', None), ('', None), ('this', 1), ('i', 1), ('do', 1), ('vow', 1), ('and', 1), ('this', 1), ('shall', 1), ('ever', 2), ('be;', None), ('', None), ('', None), ('i', 1), ('will', 1), ('be', 1), ('true', 1), ('', None), ('despite', 2), ('thy', 1), ('scythe', 1), ('and', 1), ('thee', 1), ('', None))"
Sonnet CXXIV,0,"If my dear love were but the child of state,/It might for Fortune's bastard be unfather'd'","('if', 'my', 'dear', 'love', 'were', 'but', 'the', 'child', 'of', 'state', ',', '/', 'it', 'might', 'for', ""fortune's"", 'bastard', 'be', ""unfather'd'"")","('if', 'my', 'dear', 'love', 'were', 'but', 'the', 'child', 'of', 'state', '', 'it', 'might', 'for', ""fortune's"", 'bastard', 'be', ""unfather'd'"")","(('if', 1), ('my', 1), ('dear', 1), ('love', 1), ('were', 1), ('but', 1), ('the', 1), ('child', 1), ('of', 1), ('state', 1), (',', 0), ('/', 0), ('it', 1), ('might', 1), ('for', 1), (""fortune's"", 2), ('bastard', 2), ('be', 1), (""unfather'd'"", None))","(('if', 1), ('my', 1), ('dear', 1), ('love', 1), ('were', 1), ('but', 1), ('the', 1), ('child', 1), ('of', 1), ('state', 1), ('', None), ('it', 1), ('might', 1), ('for', 1), (""fortune's"", 2), ('bastard', 2), ('be', 1), (""unfather'd'"", None))"
Sonnet CXXIV,1,"As subject to Time's love or to Time's hate,/Weeds among weeds, or flowers with flowers gather'd.","('as', 'subject', 'to', ""time's"", 'love', 'or', 'to', ""time's"", 'hate', ',', '/', 'weeds', 'among', 'weeds', ',', 'or', 'flowers', 'with', 'flowers', ""gather'd"", '.')","('as', 'subject', 'to', ""time's"", 'love', 'or', 'to', ""time's"", 'hate', '', 'weeds', 'among', 'weeds', '', 'or', 'flowers', 'with', 'flowers', ""gather'd"", '')","(('as', 1), ('subject', 2), ('to', 1), (""time's"", 1), ('love', 1), ('or', 1), ('to', 1), (""time's"", 1), ('hate', 1), (',', 0), ('/', 0), ('weeds', 1), ('among', 2), ('weeds', 1), (',', 0), ('or', 1), ('flowers', 2), ('with', 1), ('flowers', 2), (""gather'd"", None), ('.', 0))","(('as', 1), ('subject', 2), ('to', 1), (""time's"", 1), ('love', 1), ('or', 1), ('to', 1), (""time's"", 1), ('hate', 1), ('', None), ('weeds', 1), ('among', 2), ('weeds', 1), ('', None), ('or', 1), ('flowers', 2), ('with', 1), ('flowers', 2), (""gather'd"", None), ('', None))"
Sonnet CXXIV,2,"No, it was builded far from accident;/It suffers not in smiling pomp, nor falls","('no', ',', 'it', 'was', 'builded', 'far', 'from', 'accident', ';', '/', 'it', 'suffers', 'not', 'in', 'smiling', 'pomp', ',', 'nor', 'falls')","('no', '', 'it', 'was', 'builded', 'far', 'from', 'accident;', 'it', 'suffers', 'not', 'in', 'smiling', 'pomp', '', 'nor', 'falls')","(('no', 1), (',', 0), ('it', 1), ('was', 1), ('builded', None), ('far', 1), ('from', 1), ('accident', 3), (';', 0), ('/', 0), ('it', 1), ('suffers', 2), ('not', 1), ('in', 1), ('smiling', 2), ('pomp', 1), (',', 0), ('nor', 1), ('falls', 1))","(('no', 1), ('', None), ('it', 1), ('was', 1), ('builded', None), ('far', 1), ('from', 1), ('accident;', None), ('it', 1), ('suffers', 2), ('not', 1), ('in', 1), ('smiling', 2), ('pomp', 1), ('', None), ('nor', 1), ('falls', 1))"
Sonnet CXXIV,3,"Under the blow of thralled discontent,/Whereto the inviting time our fashion calls:","('under', 'the', 'blow', 'of', 'thralled', 'discontent', ',', '/', 'whereto', 'the', 'inviting', 'time', 'our', 'fashion', 'calls', ':')","('under', 'the', 'blow', 'of', 'thralled', 'discontent', '', 'whereto', 'the', 'inviting', 'time', 'our', 'fashion', 'calls', '')","(('under', 2), ('the', 1), ('blow', 1), ('of', 1), ('thralled', None), ('discontent', 3), (',', 0), ('/', 0), ('whereto', None), ('the', 1), ('inviting', 3), ('time', 1), ('our', 2), ('fashion', 2), ('calls', 1), (':', None))","(('under', 2), ('the', 1), ('blow', 1), ('of', 1), ('thralled', None), ('discontent', 3), ('', None), ('whereto', None), ('the', 1), ('inviting', 3), ('time', 1), ('our', 2), ('fashion', 2), ('calls', 1), ('', None))"
Sonnet CXXIV,4,"It fears not policy, that heretic,/Which works on leases of short-number'd hours,","('it', 'fears', 'not', 'policy', ',', 'that', 'heretic', ',', '/', 'which', 'works', 'on', 'leases', 'of', 'short', '-', ""number'd"", 'hours', ',')","('it', 'fears', 'not', 'policy', '', 'that', 'heretic', '', 'which', 'works', 'on', 'leases', 'of', 'short', ""number'd"", 'hours', '')","(('it', 1), ('fears', 1), ('not', 1), ('policy', 3), (',', 0), ('that', 1), ('heretic', 3), (',', 0), ('/', 0), ('which', 1), ('works', 1), ('on', 1), ('leases', 2), ('of', 1), ('short', 1), ('-', 0), (""number'd"", None), ('hours', 2), (',', 0))","(('it', 1), ('fears', 1), ('not', 1), ('policy', 3), ('', None), ('that', 1), ('heretic', 3), ('', None), ('which', 1), ('works', 1), ('on', 1), ('leases', 2), ('of', 1), ('short', 1), (""number'd"", None), ('hours', 2), ('', None))"
Sonnet CXXIV,5,"But all alone stands hugely politic,/That it nor grows with heat nor drowns with showers.","('but', 'all', 'alone', 'stands', 'hugely', 'politic', ',', '/', 'that', 'it', 'nor', 'grows', 'with', 'heat', 'nor', 'drowns', 'with', 'showers', '.')","('but', 'all', 'alone', 'stands', 'hugely', 'politic', '', 'that', 'it', 'nor', 'grows', 'with', 'heat', 'nor', 'drowns', 'with', 'showers', '')","(('but', 1), ('all', 1), ('alone', 2), ('stands', 1), ('hugely', 2), ('politic', 3), (',', 0), ('/', 0), ('that', 1), ('it', 1), ('nor', 1), ('grows', 1), ('with', 1), ('heat', 1), ('nor', 1), ('drowns', 1), ('with', 1), ('showers', 2), ('.', 0))","(('but', 1), ('all', 1), ('alone', 2), ('stands', 1), ('hugely', 2), ('politic', 3), ('', None), ('that', 1), ('it', 1), ('nor', 1), ('grows', 1), ('with', 1), ('heat', 1), ('nor', 1), ('drowns', 1), ('with', 1), ('showers', 2), ('', None))"
Sonnet CXXIV,6,"  To this I witness call the fools of time,/  Which die for goodness, who have lived for crime.","('to', 'this', 'i', 'witness', 'call', 'the', 'fools', 'of', 'time', ',', '/', 'which', 'die', 'for', 'goodness', ',', 'who', 'have', 'lived', 'for', 'crime', '.')","('', '', 'to', 'this', 'i', 'witness', 'call', 'the', 'fools', 'of', 'time', '', '', '', 'which', 'die', 'for', 'goodness', '', 'who', 'have', 'lived', 'for', 'crime', '')","(('to', 1), ('this', 1), ('i', 1), ('witness', 2), ('call', 1), ('the', 1), ('fools', 1), ('of', 1), ('time', 1), (',', 0), ('/', 0), ('which', 1), ('die', 1), ('for', 1), ('goodness', 2), (',', 0), ('who', 1), ('have', 1), ('lived', 1), ('for', 1), ('crime', 1), ('.', 0))","(('', None), ('', None), ('to', 1), ('this', 1), ('i', 1), ('witness', 2), ('call', 1), ('the', 1), ('fools', 1), ('of', 1), ('time', 1), ('', None), ('', None), ('', None), ('which', 1), ('die', 1), ('for', 1), ('goodness', 2), ('', None), ('who', 1), ('have', 1), ('lived', 1), ('for', 1), ('crime', 1), ('', None))"
Sonnet CXXV,0,"Were 't aught to me I bore the canopy,/With my extern the outward honouring,","('were', ""'t"", 'aught', 'to', 'me', 'i', 'bore', 'the', 'canopy', ',', '/', 'with', 'my', 'extern', 'the', 'outward', 'honouring', ',')","('were', ""'t"", 'aught', 'to', 'me', 'i', 'bore', 'the', 'canopy', '', 'with', 'my', 'extern', 'the', 'outward', 'honouring', '')","(('were', 1), (""'t"", None), ('aught', 1), ('to', 1), ('me', 1), ('i', 1), ('bore', 1), ('the', 1), ('canopy', 3), (',', 0), ('/', 0), ('with', 1), ('my', 1), ('extern', None), ('the', 1), ('outward', 2), ('honouring', None), (',', 0))","(('were', 1), (""'t"", None), ('aught', 1), ('to', 1), ('me', 1), ('i', 1), ('bore', 1), ('the', 1), ('canopy', 3), ('', None), ('with', 1), ('my', 1), ('extern', None), ('the', 1), ('outward', 2), ('honouring', None), ('', None))"
Sonnet CXXV,1,"Or laid great bases for eternity,/Which prove more short than waste or ruining?","('or', 'laid', 'great', 'bases', 'for', 'eternity', ',', '/', 'which', 'prove', 'more', 'short', 'than', 'waste', 'or', 'ruining', '?')","('or', 'laid', 'great', 'bases', 'for', 'eternity', '', 'which', 'prove', 'more', 'short', 'than', 'waste', 'or', 'ruining?')","(('or', 1), ('laid', 1), ('great', 1), ('bases', 2), ('for', 1), ('eternity', 4), (',', 0), ('/', 0), ('which', 1), ('prove', 1), ('more', 1), ('short', 1), ('than', 1), ('waste', 1), ('or', 1), ('ruining', 3), ('?', None))","(('or', 1), ('laid', 1), ('great', 1), ('bases', 2), ('for', 1), ('eternity', 4), ('', None), ('which', 1), ('prove', 1), ('more', 1), ('short', 1), ('than', 1), ('waste', 1), ('or', 1), ('ruining?', None))"
Sonnet CXXV,2,"Have I not seen dwellers on form and favour/Lose all, and more, by paying too much rent,","('have', 'i', 'not', 'seen', 'dwellers', 'on', 'form', 'and', 'favour', '/', 'lose', 'all', ',', 'and', 'more', ',', 'by', 'paying', 'too', 'much', 'rent', ',')","('have', 'i', 'not', 'seen', 'dwellers', 'on', 'form', 'and', 'favour', 'lose', 'all', '', 'and', 'more', '', 'by', 'paying', 'too', 'much', 'rent', '')","(('have', 1), ('i', 1), ('not', 1), ('seen', 1), ('dwellers', 2), ('on', 1), ('form', 1), ('and', 1), ('favour', 2), ('/', 0), ('lose', 1), ('all', 1), (',', 0), ('and', 1), ('more', 1), (',', 0), ('by', 1), ('paying', 2), ('too', 1), ('much', 1), ('rent', 1), (',', 0))","(('have', 1), ('i', 1), ('not', 1), ('seen', 1), ('dwellers', 2), ('on', 1), ('form', 1), ('and', 1), ('favour', 2), ('lose', 1), ('all', 1), ('', None), ('and', 1), ('more', 1), ('', None), ('by', 1), ('paying', 2), ('too', 1), ('much', 1), ('rent', 1), ('', None))"
Sonnet CXXV,3,"For compound sweet forgoing simple savour,/Pitiful thrivers, in their gazing spent?","('for', 'compound', 'sweet', 'forgoing', 'simple', 'savour', ',', '/', 'pitiful', 'thrivers', ',', 'in', 'their', 'gazing', 'spent', '?')","('for', 'compound', 'sweet', 'forgoing', 'simple', 'savour', '', 'pitiful', 'thrivers', '', 'in', 'their', 'gazing', 'spent?')","(('for', 1), ('compound', 2), ('sweet', 1), ('forgoing', 3), ('simple', 2), ('savour', None), (',', 0), ('/', 0), ('pitiful', 3), ('thrivers', None), (',', 0), ('in', 1), ('their', 1), ('gazing', 2), ('spent', 1), ('?', None))","(('for', 1), ('compound', 2), ('sweet', 1), ('forgoing', 3), ('simple', 2), ('savour', None), ('', None), ('pitiful', 3), ('thrivers', None), ('', None), ('in', 1), ('their', 1), ('gazing', 2), ('spent?', None))"
Sonnet CXXV,4,"No, let me be obsequious in thy heart,/And take thou my oblation, poor but free,","('no', ',', 'let', 'me', 'be', 'obsequious', 'in', 'thy', 'heart', ',', '/', 'and', 'take', 'thou', 'my', 'oblation', ',', 'poor', 'but', 'free', ',')","('no', '', 'let', 'me', 'be', 'obsequious', 'in', 'thy', 'heart', '', 'and', 'take', 'thou', 'my', 'oblation', '', 'poor', 'but', 'free', '')","(('no', 1), (',', 0), ('let', 1), ('me', 1), ('be', 1), ('obsequious', 4), ('in', 1), ('thy', 1), ('heart', 1), (',', 0), ('/', 0), ('and', 1), ('take', 1), ('thou', 1), ('my', 1), ('oblation', None), (',', 0), ('poor', 1), ('but', 1), ('free', 1), (',', 0))","(('no', 1), ('', None), ('let', 1), ('me', 1), ('be', 1), ('obsequious', 4), ('in', 1), ('thy', 1), ('heart', 1), ('', None), ('and', 1), ('take', 1), ('thou', 1), ('my', 1), ('oblation', None), ('', None), ('poor', 1), ('but', 1), ('free', 1), ('', None))"
Sonnet CXXV,5,"Which is not mix'd with seconds, knows no art,/But mutual render, only me for thee.","('which', 'is', 'not', ""mix'd"", 'with', 'seconds', ',', 'knows', 'no', 'art', ',', '/', 'but', 'mutual', 'render', ',', 'only', 'me', 'for', 'thee', '.')","('which', 'is', 'not', ""mix'd"", 'with', 'seconds', '', 'knows', 'no', 'art', '', 'but', 'mutual', 'render', '', 'only', 'me', 'for', 'thee', '')","(('which', 1), ('is', 1), ('not', 1), (""mix'd"", None), ('with', 1), ('seconds', 2), (',', 0), ('knows', 1), ('no', 1), ('art', 1), (',', 0), ('/', 0), ('but', 1), ('mutual', 3), ('render', 2), (',', 0), ('only', 2), ('me', 1), ('for', 1), ('thee', 1), ('.', 0))","(('which', 1), ('is', 1), ('not', 1), (""mix'd"", None), ('with', 1), ('seconds', 2), ('', None), ('knows', 1), ('no', 1), ('art', 1), ('', None), ('but', 1), ('mutual', 3), ('render', 2), ('', None), ('only', 2), ('me', 1), ('for', 1), ('thee', 1), ('', None))"
